id,title,authors,categories,published_date,publisher,average_rating,ratings_count,page_count,description,thumbnail,info_link,preview_link
1_cfEQAAQBAJ,Philosophical Adventures in African Higher Education,Yusef Waghid,Education,2024-10-28,Taylor & Francis,,,188,"This seminal volume delves into some of the doctoral research and pedagogical experiences within an African higher education context, making a case for the transformative potential of education and the integration of African indigenous philosophies into global educational practices. Through a collection of vivid narratives, the book situates philosophy of higher education by embodying the doctoral researcher and their initiation into academic life, revealing how doctoral pursuits in African higher education are not simply academic endeavours but deeply philosophical adventures that challenge, critique, and reimagine the role of education in society. Chapters advocate for a dynamic educational system that, rooted in African philosophies, nurtures democratic citizenship, embraces critical engagement, and fosters social justice. A call to action for researchers, students, and policy makers alike to view doctoral research as a powerful catalyst for change, the book offers fresh perspectives on addressing the continent's unique challenges, contributing to a more just and inclusive world. Ultimately considering the potential of academic research to shape the future of societies, both within Africa and globally, the book will appeal to researchers, academics and postgraduate students involved with the philosophy of education, higher education, and citizenship education, as well as these areas in African contexts specifically.",http://books.google.com/books/content?id=1_cfEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=1_cfEQAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=1_cfEQAAQBAJ&pg=PA1984&dq=philosophy&hl=&cd=148&source=gbs_api
K_NwjwEACAAJ,Value Theory in Philosophy and Social Science,James Benjamin Wilbur,Values,2015-12-18,Routledge Library Editions: Social Theory,,,168,"The annual Conferences on Value Inquiry bring together philosophers, scientists and humanists to discuss the many facets of the problem of value in the experience of the individual and in contemporary society. One of the criteria in choosing papers for the Conference is the ability to stimulate discussion and clarification. The papers in the present volumes show deep concern with the problems and responsibilities in making choices of value.",http://books.google.com/books/content?id=K_NwjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=K_NwjwEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=K_NwjwEACAAJ&dq=philosophy&hl=&cd=149&source=gbs_api
OlhuTIXx7GEC,Buddhist Philosophy of Language in India,"Lawrence J. McCrea, Parimal G. Patil",Philosophy,2010-10-14,Columbia University Press,,,217,"Jnanasrimitra (975-1025) was regarded by both Buddhists and non-Buddhists as the most important Indian philosopher of his generation. His theory of exclusion combined a philosophy of language with a theory of conceptual content to explore the nature of words and thought. Jnanasrimitra's theory informed much of the work accomplished at Vikramasila, a monastic and educational complex instrumental to the growth of Buddhism. His ideas were also passionately debated among successive Hindu and Jain philosophers. This volume marks the first English translation of Jnanasrimitra's Monograph on Exclusion, a careful, critical investigation into language, perception, and conceptual awareness. Featuring the rival arguments of Buddhist and Hindu intellectuals, among other thinkers, the Monograph reflects more than half a millennium of competing claims while providing an invaluable introduction to a crucial philosopher. Lawrence J. McCrea and Parimal G. Patil familiarize the reader with the author, themes, and topics of the text and situate Jnanasrimitra's findings within his larger intellectual milieu. Their clear, accessible, and accurate translation proves the influence of Jnanasrimitra on the foundations of Buddhist and Indian philosophy.",http://books.google.com/books/content?id=OlhuTIXx7GEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=OlhuTIXx7GEC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=OlhuTIXx7GEC&printsec=frontcover&dq=philosophy&hl=&cd=150&source=gbs_api
_jM9YAAACAAJ,Philosophy of Biology,"Alex Rosenberg, Robert Arp",Science,2009-04-20,Wiley-Blackwell,,,0,"By combining excerpts from key historical writings with editors’ introductions and further reading material, Philosophy of Biology: An Anthology offers a comprehensive, accessible, and up-to-date collection of the field’s most significant works. Addresses central questions such as ‘What is life?’ and ‘How did it begin?’, and the most current research and arguments on evolution and developmental biology Editorial notes throughout the text define, clarify, and qualify ideas, concepts and arguments Includes material on evolutionary psychology and evolutionary developmental biology not found in other standard philosophy of biology anthologies Further reading material assists novices in delving deeper into research in philosophy of biology",http://books.google.com/books/content?id=_jM9YAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_jM9YAAACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=_jM9YAAACAAJ&dq=philosophy&hl=&cd=151&source=gbs_api
f1VOAQAAMAAJ,The Works of Orestes A. Brownson: Explanations and index,Orestes Augustus Brownson,Literature,1887,,,,656,,http://books.google.com/books/content?id=f1VOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=f1VOAQAAMAAJ&source=gbs_api,http://books.google.com/books?id=f1VOAQAAMAAJ&pg=PA583&dq=philosophy&hl=&cd=152&source=gbs_api
AtC44FGamnAC,The Journal of Philosophy,Unknown,Philosophy,1982,,,,936,"Covers topics in philosophy, psychology, and scientific methods. Vols. 31- include ""A Bibliography of philosophy,"" 1933-",http://books.google.com/books/content?id=AtC44FGamnAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=AtC44FGamnAC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=AtC44FGamnAC&q=philosophy&dq=philosophy&hl=&cd=153&source=gbs_api
HPwZBgAAQBAJ,Rethinking Philosophy and Theology with Deleuze,"Brent Adkins, Paul R. Hinlicky",Philosophy,2013-04-11,A&C Black,,,436,"The debate between faith and reason has been a dominant feature of Western thought for more than two millennia. This book takes up the problem of the relation between philosophy and theology and proposes that this relation can be reconceived if both philosophy and theology are seen as different ways of organising affects. Brent Adkins and Paul R. Hinlicky break new ground in this timely debate in two ways. Firstly, they lay bare the contemporary dependence on Kant and propose that our Kantian inheritance leaves us with an insuperable dualism. Secondly, the authors argue that the philosophy of Gilles Deleuze provides a way of resolving the debate between faith and reason that does justice to philosophy and theology by reconceiving of both as assemblages. Deleuze's philosophy differentiates domains of thought in terms of what they create. This seems like a particularly fruitful way to pursue the problem of the relations among philosophy and theology because it allows their distinction without at the same time placing them in opposition to one another.",http://books.google.com/books/content?id=HPwZBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=HPwZBgAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=HPwZBgAAQBAJ&printsec=frontcover&dq=philosophy&hl=&cd=154&source=gbs_api
8bBMnwEACAAJ,Active Perception in the History of Philosophy,"José Filipe Silva, Mikko Yrjönsuuri",Philosophy,2014-04-01,Springer,,,0,"The aim of the present work is to show the roots of the conception of perception as an active process, tracing the history of its development from Plato to modern philosophy. The contributors inquire into what activity is taken to mean in different theories, challenging traditional historical accounts of perception that stress the passivity of percipients in coming to know the external world. Special attention is paid to the psychological and physiological mechanisms of perception, rational and non-rational perception and the role of awareness in the perceptual process. Perception has often been conceived as a process in which the passive aspects - such as the reception of sensory stimuli - were stressed and the active ones overlooked. However, during recent decades research in cognitive science and philosophy of mind has emphasized the activity of the subject in the process of sense perception, often associating this activity to the notions of attention and intentionality. Although it is recognized that there are ancient roots to the view that perception is fundamentally active, the history remains largely unexplored. The book is directed to all those interested in contemporary debates in the fields of philosophy of mind and cognitive psychology who would like to become acquainted with the historical background of active perception, but for historical reliability the aim is to make no compromises.",http://books.google.com/books/content?id=8bBMnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=8bBMnwEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=8bBMnwEACAAJ&dq=philosophy&hl=&cd=155&source=gbs_api
JmpvEAAAQBAJ,Philosophy in the Islamic World,"Ulrich Rudolph, Rotraud Hansberger, Peter Adamson",Philosophy,2022-05-09,BRILL,,,864,"Philosophy in the Islamic World is a comprehensive and unprecedented four-volume reference work devoted to the history of philosophy in the realms of Islam, from its beginnings in the eighth century AD down to modern times. In the period covered by this first volume (eighth to tenth centuries), philosophy began to blossom thanks to the translation of Greek scientific works into Arabic and the emergence of autochthonous intellectual traditions within Islam. Both major and minor figures of the period are covered, giving details of biography and doctrine, as well as detailed lists and summaries of each author’s works. This is the English version of the relevant volume of the Ueberweg, the most authoritative German reference work on the history of philosophy ( Philosophie in der Islamischen Welt Band I: 8.–10. Jahrhundert., Basel: Schwabe, 2012).",http://books.google.com/books/content?id=JmpvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=JmpvEAAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=JmpvEAAAQBAJ&printsec=frontcover&dq=philosophy&hl=&cd=156&source=gbs_api
qVg4jwEACAAJ,Philosophy of Religion: The Historic Approaches,Max Charlesworth,Philosophy,2014-01-14,Palgrave Macmillan,,,216,"Substantially revised and expanded, this is a new edition of a core text for undergraduates, students, and all those interested in philosophy and religion.",http://books.google.com/books/content?id=qVg4jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=qVg4jwEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=qVg4jwEACAAJ&dq=philosophy&hl=&cd=157&source=gbs_api
qYOMEAAAQBAJ,Early Greek Philosophy,Various,Philosophy,2002-11-26,National Geographic Books,,,0,"The works collected in this volume form the true foundation of Western philosophy—the base upon which Plato and Aristotle and their successors would eventually build. Yet the importance of the Pre-Socratics thinkers lies less in their influence—great though that was—than in their astonishing intellectual ambition and imaginative reach. Zeno's dizzying 'proofs' that motion is impossible; the extraordinary atomic theories of Democritus; the haunting and enigmatic epigrams of Heraclitus; and the maxims of Alcmaeon: fragmentary as they often are, the thoughts of these philosophers seem strikingly modern in their concern to forge a truly scientific vocabulary and way of reasoning. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",http://books.google.com/books/content?id=qYOMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=qYOMEAAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=qYOMEAAAQBAJ&dq=philosophy&hl=&cd=158&source=gbs_api
DoA8swEACAAJ,Oxford Studies in Medieval Philosophy Volume 6,Robert Pasnau,Philosophy,2018-08-21,Oxford Studies in Medieval Phi,,,0,"Oxford Studies in Medieval Philosophy showcases the best scholarly research in this flourishing field. The series covers all aspects of medieval philosophy, including the Latin, Arabic, and Hebrew traditions, and runs from the end of antiquity into the Renaissance. It publishes new work by leading scholars in the field, and combines historical scholarship with philosophical acuteness. The papers will address a wide range of topics, from political philosophy to ethics, and logic to metaphysics. OSMP is an essential resource for anyone working in the area.",http://books.google.com/books/content?id=DoA8swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=DoA8swEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=DoA8swEACAAJ&dq=philosophy&hl=&cd=159&source=gbs_api
H0oNAQAAMAAJ,An Introduction to Philosophy,Jacques Maritain,Philosophy,1947,,,,280,,http://books.google.com/books/content?id=H0oNAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=H0oNAQAAMAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=H0oNAQAAMAAJ&q=philosophy&dq=philosophy&hl=&cd=160&source=gbs_api
fBZZngEACAAJ,The History of Continental Philosophy,Thomas Nenon,Idealism,2010,,,,0,,http://books.google.com/books/content?id=fBZZngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=fBZZngEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=fBZZngEACAAJ&dq=philosophy&hl=&cd=161&source=gbs_api
wN7zBmBPG7kC,The Philosophy of the Beats,Sharin N. Elkholy,Philosophy,2012-01-01,University Press of Kentucky,,,302,"The phrase ""beat generation"" -- introduced by Jack Kerouac in 1948 -- characterized the underground, nonconformist youths who gathered in New York City at that time. Together, these writers, artists, and activists created an inimitably American cultural phenomenon that would have a global influence. In their constant search for meaning, the Beats struggled with anxiety, alienation, and their role as the pioneers of the cultural revolution of the 1960s. The Philosophy of the Beats explores the enduring literary, cultural, and philosophical contributions of the Beats in a variety of contexts. Editor Sharin N. Elkholy has gathered leading scholars in Beat studies and philosophy to analyze the cultural, literary, and biographical aspects of the movement, including the drug experience in the works of Kerouac and Allen Ginsberg, feminism and the Beat heroine in Diane Di Prima's writings, Gary Snyder's environmental ethics, and the issue of self in Bob Kaufman's poetry. The Philosophy of the Beats provides a thorough and compelling analysis of the philosophical underpinnings that defined the beat generation and their unique place in modern American culture.",http://books.google.com/books/content?id=wN7zBmBPG7kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wN7zBmBPG7kC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=wN7zBmBPG7kC&printsec=frontcover&dq=philosophy&hl=&cd=162&source=gbs_api
41bHxtHxjUAC,Tool and Object,Ralph Krömer,Mathematics,2007-06-25,Springer Science & Business Media,,,400,"Category theory is a general mathematical theory of structures and of structures of structures. It occupied a central position in contemporary mathematics as well as computer science. This book describes the history of category theory whereby illuminating its symbiotic relationship to algebraic topology, homological algebra, algebraic geometry and mathematical logic and elaboratively develops the connections with the epistemological significance.",http://books.google.com/books/content?id=41bHxtHxjUAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=41bHxtHxjUAC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=41bHxtHxjUAC&printsec=frontcover&dq=philosophy&hl=&cd=163&source=gbs_api
iFXXAAAAMAAJ,Philosophy for Life,Rupert Read,Philosophy,2007-07-31,Continuum,,,192,Explores important contemporary political and cultural issues from a philosophical perspective in a highly accessible style and format.,http://books.google.com/books/content?id=iFXXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=iFXXAAAAMAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=iFXXAAAAMAAJ&q=philosophy&dq=philosophy&hl=&cd=164&source=gbs_api
7Ot2rMrooIcC,"The Ante-Nicene Fathers: Lactantius, [etc.], Apostolic teaching and constitutions, Homily, and Liturgies","Alexander Roberts, Sir James Donaldson, Arthur Cleveland Coxe, Allan Menzies",Fathers of the church,1886,,,,614,,http://books.google.com/books/content?id=7Ot2rMrooIcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=7Ot2rMrooIcC&source=gbs_api,http://books.google.com/books?id=7Ot2rMrooIcC&pg=PA83&dq=philosophy&hl=&cd=165&source=gbs_api
20qN4YE7bOMC,Studies in Philosophy and the History of Philosophy,John Kenneth Ryan,Philosophy,1986,,,,240,,http://books.google.com/books/content?id=20qN4YE7bOMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=20qN4YE7bOMC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=20qN4YE7bOMC&q=philosophy&dq=philosophy&hl=&cd=166&source=gbs_api
86ozAQAAIAAJ,The Science of Freedom,Axel Stern,Philosophy,1969,Longman Publishing Group,,,166,,http://books.google.com/books/content?id=86ozAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=86ozAQAAIAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=86ozAQAAIAAJ&q=philosophy&dq=philosophy&hl=&cd=167&source=gbs_api
-fNBxgEACAAJ,Saint Paul and Philosophy,"Gerrit Jan van der Heiden, George Henry van Kooten, Antonio Cimino",Philosophy,2019,de Gruyter,,,0,"The present-day philosophical turn to Saint Paul's letters points to a profound consonance between ancient and modern thought. Such is the bold claim of this study in which scholars from contemporary continental philosophy, new testamentary studies",http://books.google.com/books/content?id=-fNBxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-fNBxgEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=-fNBxgEACAAJ&dq=philosophy&hl=&cd=168&source=gbs_api
VHAwAAAAYAAJ,"Philosophy, Humanity, and Ecology: Philosophy of nature and environmental ethics","H. Odera Oruka, African Centre for Technology Studies",History,1994,,,,396,,http://books.google.com/books/content?id=VHAwAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=VHAwAAAAYAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=VHAwAAAAYAAJ&q=philosophy&dq=philosophy&hl=&cd=169&source=gbs_api
TX_H1ac2jqEC,The Common Things,Daniel McInerny,Education,1999,CUA Press,,,300,"Concerned with the trendy, technocratic, and at times sophistical character of contemporary education at all levels, both public and private, the authors of this collection seek to reinvigorate a Thomistic approach to education appropriate to the problems of our day. With its main inspiration taken from the work of Jacques Maritain, especially his 1943 Education at the Crossroads, the volume presents a trenchant critique of the ""privacies"" of contemporary education, with its emphasis upon the conventional and useful. At the same time, the essays present the outlines of the proper alternative, an education which helps students draw out from themselves the desire for truths which transcend the contingencies of culture and utility. Such an education seeks to guide students to ""the common things"" available to all human beings. The essays uphold an account of man's intellectual and affective capacities which understands these capacities as naturally ordered to truth. The essays approach the task in different but complementary ways: in critiques of contemporary theories of education, in speculative accounts of knowledge and learning, in applications of theory to specific institutional settings, and in discussions of the political contexts governing modern education. In this rich variety of ways, the essays in The Common Things not only point the way back to the crossroads Maritain spoke of fifty years ago; they go on to indicate something of the landscape along the road not taken by contemporary education. ABOUT THE EDITOR: Daniel McInerny is assistant professor of philosophy at the University of St. Thomas/Center for Thomistic Studies in Houston, Texas. THE CONTRIBUTORS: In addition to the editor, the contributors to the volume are: Benedict M. Ashley, O.P., Romanus Cessario, O.P., Charles Dechert, Donald DeMarco, Curtis L. Hancock, Gregory J. Kerr, Joseph W. Koterski, S.J., Robert Lauder, Herbert I. London, Robert J. McLaughlin, Daniel McInerny, John M. Palms, Jerome Meric Pessagno, Ernest S. Pierucci, Alice Ramos, Mario Ramos-Reyes, Walter Raubicheck, Peter A. Redpath, Gregory M. Reichberg, James V. Schall, S.J., Francis Slade, Michael W. Strasser, and Henk E. S. Woldring. PRAISE FOR THE BOOK: ""These essays are a considerable addition to Thomistic thought about education.""--Review of Metaphysics",http://books.google.com/books/content?id=TX_H1ac2jqEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=TX_H1ac2jqEC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=TX_H1ac2jqEC&pg=PA62&dq=philosophy&hl=&cd=170&source=gbs_api
_SPkAAAAMAAJ,Mind,Unknown,Electronic journals,1891,,,,736,A quarterly review of philosophy.,http://books.google.com/books/content?id=_SPkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=_SPkAAAAMAAJ&source=gbs_api,http://books.google.com/books?id=_SPkAAAAMAAJ&pg=PA436&dq=philosophy&hl=&cd=171&source=gbs_api
K0bwCAAAQBAJ,"Physics, Philosophy, and the Scientific Community","K. Gavroglu, John Stachel, Marx W. Wartofsky",Science,2013-06-29,Springer Science & Business Media,,,405,"In three volumes, a distinguished group of scholars from a variety of disciplines in the natural and social sciences, the humanities and the arts contribute essays in honor of Robert S. Cohen, on the occasion of his 70th birthday. The range of the essays, as well as their originality, and their critical and historical depth, pay tribute to the extraordinary scope of Professor Cohen's intellectual interests, as a scientist-philosopher and a humanist, and also to his engagement in the world of social and political practice. The essays presented in Physics, Philosophy, and the Scientific Community (Volume I of Essays in Honor of Robert S. Cohen) focus on philosophical and historical issues in contemporary physics: on the origins and conceptual foundations of quantum mechanics, on the reception and understanding of Bohr's and Einstein's work, on the emergence of quantum electrodynamics, and on some of the sharp philosophical and scientific issues that arise in current scientific practice (e.g. in superconductivity research). In addition, several essays deal with critical issues within the philosophy of science, both historical and contemporary: e.g. with Cartesian notions of mechanism in the philosophy of biology; with the language and logic of science - e.g. with new insights concerning the issue of a `physicalistic' language in the arguments of Neurath, Carnap and Wittgenstein; with the notion of `elementary logic'; and with rational and non-rational elements in the history of science. Two original contributions to the history of mathematics and some studies in the comparative sociology of science round off this outstanding collection.",http://books.google.com/books/content?id=K0bwCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=K0bwCAAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=K0bwCAAAQBAJ&printsec=frontcover&dq=philosophy&hl=&cd=172&source=gbs_api
pwLpwAEACAAJ,Twentieth-century French Philosophy,"Eric Matthews, Professor of Philosophy and Honorary Research Professor of Medical and Psychiatric Ethics Eric Matthews",Philosophy,1996,Oxford University Press on Demand,,,232,"This book offers a historical and critical account of the works of some of the major French philosophers of the twentieth century. Avoiding jargon, Eric Matthews shows how the philosophical tradition derived from Descartes has developed in the present century in the writings of key figures such as Bergson, Sartre, Merleau-Ponty, Foucault, Derrida, and contemporary French feminists. He relates philosophy to the wider French culture, and draws parallels with English-language philosophers.",http://books.google.com/books/content?id=pwLpwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=pwLpwAEACAAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=pwLpwAEACAAJ&dq=philosophy&hl=&cd=173&source=gbs_api
37I_sGBiRw4C,History of Medieval Philosophy,Maurice Wulf,Philosophy,1926,,,,440,,http://books.google.com/books/content?id=37I_sGBiRw4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=37I_sGBiRw4C&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=37I_sGBiRw4C&q=philosophy&dq=philosophy&hl=&cd=174&source=gbs_api
aJgoAwAAQBAJ,Reconstruction in Philosophy,John Dewey,Philosophy,2004-06-11,Courier Corporation,,,162,"The esteemed psychologist and thinker John Dewey headed for previously unexplored philosophical territory with this influential work. Written shortly after World War I, it embodies Dewey's system of pragmatic humanism and maintains that individuals can attain ""a more ordered and intelligent happiness"" by reconsidering the ultimate effects of their deepest beliefs and feelings. With its promise of achieving an understanding of the past and attaining a brighter future, Reconstruction in Philosophy remains ever relevant. ""A modern classic."" — Philosophy and Phenomenological Research.",http://books.google.com/books/content?id=aJgoAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=aJgoAwAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=aJgoAwAAQBAJ&printsec=frontcover&dq=philosophy&hl=&cd=175&source=gbs_api
Xe0kICFT1BsC,Reading Philosophy of Language,"Jennifer Hornsby, Guy Longworth",Philosophy,2005-10-07,Wiley-Blackwell,,,340,"Designed for readers new to the subject, Reading Philosophy of Language presents key texts in the philosophy of language together with helpful editorial guidance. A concise collection of key texts in the philosophy of language Ideal for readers new to the subject. Features seminal texts by leading figures in the field, such as Austin, Chomsky, Davidson, Dummett and Searle. Presents three texts on each of five key topics: speech and performance; meaning and truth; knowledge of language; meaning and compositionality; and non-literal meaning. A volume introduction from the editors outlines the subject’s principal concerns. Introductions to each chapter locate the pieces in context and explain relevant terminology and theories. Interactive commentaries help readers to engage with the texts.",http://books.google.com/books/content?id=Xe0kICFT1BsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Xe0kICFT1BsC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=Xe0kICFT1BsC&dq=philosophy&hl=&cd=176&source=gbs_api
ok4F_SawQaEC,The Columbia History of Western Philosophy,Richard Henry Popkin,History,1999,Columbia University Press,,,868,"Richard Popkin has assembled 63 leading scholars to forge a chronological account of the development of Western philosophical traditions. From Plato to Wittgenstein and from Aquinas to Heidegger, this volume provides lively, in-depth, and up-to-date historical analyses of all the key figures, schools, and movements of Western philosophy. Each chapter includes an introductory essay, and Popkin provides notes that draw connections among the separate articles. The rich bibliographic information and the indexes of names and terms make the volume a invaluable resource.",http://books.google.com/books/content?id=ok4F_SawQaEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ok4F_SawQaEC&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=ok4F_SawQaEC&printsec=frontcover&dq=philosophy&hl=&cd=177&source=gbs_api
E85CAQAAMAAJ,The American Catalogue,Unknown,American literature,1891,,,,334,American national trade bibliography.,http://books.google.com/books/content?id=E85CAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=E85CAQAAMAAJ&source=gbs_api,http://books.google.com/books?id=E85CAQAAMAAJ&pg=PA159&dq=philosophy&hl=&cd=178&source=gbs_api
dwdREAAAQBAJ,Passion and Action,Susan James,Philosophy,1997-10-16,OUP Oxford,,,329,"Passion and Action explores the place of the emotions in seventeenth-century understandings of the body and mind, and the role they were held to play in reasoning and action. Interest in the passions pervaded all areas of philosophical enquiry, and was central to the theories of many major figures, including Hobbes, Descartes, Malebranche, Spinoza, Pascal, and Locke. Yet little attention has been paid to this topic in studies of early modern thought. Susan James surveys the inheritance of ancient and medieval doctrines about the passions, then shows how these were incorporated into new philosophical theories in the course of the seventeenth century. She examines the relation of the emotions to will, knowledge, understanding, desire, and power, offering fresh analyses and interpretations of a broad range of texts by little-known writers as well as canonical figures, and establishing that a full understanding of these authors must take account of their discussions of our affective life. Passion and Action also addresses current debates, particularly those within feminist philosophy, about the embodied character of thinking and the relation between emotion and knowledge. This ground-breaking study throws new light upon the shaping of our ideas about the mind, and provides a historical context for burgeoning contemporary investigations of the emotions.",http://books.google.com/books/content?id=dwdREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dwdREAAAQBAJ&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=dwdREAAAQBAJ&printsec=frontcover&dq=philosophy&hl=&cd=179&source=gbs_api
mLtEgfp-cJ4C,Averroes' Physics,Ruth Glasner,Philosophy,2009-06-18,OUP Oxford,,,240,"Ruth Glasner presents an illuminating reappraisal of the role played by the 12th-century Andalusian Muslim polymath Averroes in the development of medieval science and philosophy. She reveals how Averroes pioneered a bold new atomistic physical theory, and shows that he deserves at last to be recognized as an original and sophisticated philosopher.",http://books.google.com/books/content?id=mLtEgfp-cJ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=mLtEgfp-cJ4C&dq=philosophy&hl=&source=gbs_api,http://books.google.com/books?id=mLtEgfp-cJ4C&dq=philosophy&hl=&cd=180&source=gbs_api
_5FGAQAAMAAJ,The Open Court,Paul Carus,Religion,1902,,,,812,,http://books.google.com/books/content?id=_5FGAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=_5FGAQAAMAAJ&source=gbs_api,http://books.google.com/books?id=_5FGAQAAMAAJ&pg=PA638&dq=philosophy&hl=&cd=181&source=gbs_api
